Application_Name,Date,Volume_B2B_Miilon,Value_B2B_Cr,Volume_B2C_Million,Value_B2C_Cr,Volume_Milllion,Value_Cr,Volume_Customer_Million,Value_Customer_Cr
Equitas Small Apps,01-03-2024 00:00,0,0,0,0,0.03,25.69,0.03,25.69
Equitas Small Apps,01-04-2024 00:00,0,0,0,0,0.03,25.52,0.03,25.52
Equitas Small Apps,01-05-2024 00:00,0,0,0,0,0.04,25.35,0.04,25.35
Equitas Small Apps,01-06-2024 00:00,0,0,0,0,0.04,26.25,0.04,26.25
Equitas Small Apps,01-07-2024 00:00,0,0,0,0,0.04,28.2,0.04,28.2
Equitas Small Apps,01-08-2024 00:00,0,0,0,0,0.04,26.4,0.04,26.4
Equitas Small Apps,01-09-2024 00:00,0,0,0,0,0.03,24.45,0.03,24.45
Equitas Small Apps,01-10-2024 00:00,0,0,0,0,0.04,29.7,0.04,29.7
Equitas Small Apps,01-11-2024 00:00,0,0,0,0,0.03,25.69,0.03,25.69
EROUTE,01-01-2023 00:00,0,0,0,0,0.08,2.29,0.08,2.29
EROUTE,01-02-2023 00:00,0,0,0,0,0.17,6.08,0.17,6.08
EROUTE,01-03-2023 00:00,0,0,0,0,0.27,19.25,0.27,19.25
ESAF Small Finance Bank Apps,01-03-2024 00:00,0,0,0,0,0.12,14.69,0.12,14.69
ESAF Small Finance Bank Apps,01-10-2024 00:00,0,0,0,0,0.06,8.57,0.06,8.57
ESAF Small Finance Bank Apps,01-11-2024 00:00,0,0,0,0,0.12,14.69,0.12,14.69
FAM,01-04-2023 00:00,0,0,0,0,11.78,146.58,11.78,146.58
FAM,01-05-2023 00:00,0,0,0,0,13.78,166.5,13.78,166.5
FAM,01-08-2023 00:00,0,0,0,0,20.27,235.89,20.27,235.89
FAM,01-09-2023 00:00,0,0,0,0,22.88,263.37,22.88,263.37
FAM,01-01-2024 00:00,0,0,0,0,36.62,418.33,36.62,418.33
FamApp by Trio,01-10-2022 00:00,0,0.01,0,0,4.06,56.79,4.06,56.79
FamApp by Trio,01-11-2022 00:00,0,0,0,0,4.88,64.75,4.88,64.75
FamApp by Trio,01-12-2022 00:00,0,0.01,0,0,9.7,127.19,9.7,127.18
FamApp by Trio,01-01-2023 00:00,0,0.01,0,0,12.8,175.64,12.8,175.63
FamApp by Trio,01-02-2023 00:00,0,0,0,0,1.6,21.73,1.6,21.73
FamApp by Trio,01-03-2023 00:00,0,0,0,0,9.49,124.59,9.49,124.59
FamApp by Trio,01-06-2023 00:00,0,0,0,0,14.99,184.7,15,184.7
FamApp by Trio,01-07-2023 00:00,0,0,0,0,16.79,206.43,16.79,206.43
FamApp by Trio,01-10-2023 00:00,0,0,0,0,27.54,314.13,27.54,314.13
FamApp by Trio,01-11-2023 00:00,0,0,0,0,28.43,336.92,28.43,336.92
FamApp by Trio,01-12-2023 00:00,0,0,0,0,34.23,392.53,34.23,392.53
FamApp by Trio,01-02-2024 00:00,0,0,0,0,37.89,432.81,37.89,432.81
FamApp by Trio,01-03-2024 00:00,0,0,0,0,67.41,777.46,67.41,777.46
FamApp by Trio,01-04-2024 00:00,0,0,0,0,46.64,588,46.64,588
FamApp by Trio,01-05-2024 00:00,0,0,0,0,50.1,630.89,50.1,630.89
FamApp by Trio,01-06-2024 00:00,0,0,0,0,50.78,641.36,50.78,641.36
FamApp by Trio,01-07-2024 00:00,0,0,0,0,52.04,639.44,52.04,639.44
FamApp by Trio,01-08-2024 00:00,0,0,0,0,57.16,686.06,57.16,686.06
FamApp by Trio,01-09-2024 00:00,0,0,0,0,61.05,714.29,61.05,714.29
FamApp by Trio,01-10-2024 00:00,0,0,0,0,69.9,825.19,69.9,825.19
FamApp by Trio,01-11-2024 00:00,0,0,0,0,67.41,777.46,67.41,777.46
Fave,01-03-2022 00:00,0,0,0,0,0.37,13,0.37,13
Fave,01-04-2022 00:00,0,0,0,0,0.18,7.73,0.18,7.73
Fave,01-05-2022 00:00,0,0,0,0,0.1,6.12,0.1,6.12
Fave,01-06-2022 00:00,0,0,0,0,0.12,6.94,0.12,6.94
Fave,01-07-2022 00:00,0,0,0,0,0.16,11.06,0.16,11.06
Fave,01-08-2022 00:00,0,0,0,0,0.14,7.71,0.14,7.71
Fave,01-09-2022 00:00,0,0,0,0,0.08,4.4,0.08,4.4
Fave,01-10-2022 00:00,0,0,0,0,0.04,2.53,0.04,2.53
Fave,01-11-2022 00:00,0,0,0,0,0.05,2.83,0.05,2.83
Fave,01-12-2022 00:00,0,0,0,0,0.08,5.01,0.08,5.01
Fave,01-01-2023 00:00,0,0,0,0,0.11,7.87,0.11,7.87
Fave,01-02-2023 00:00,0,0,0,0,0.11,7.08,0.11,7.08
Fave,01-03-2023 00:00,0,0,0,0,0.08,6.4,0.08,6.4
Fave,01-04-2023 00:00,0,0,0,0,0.03,3.27,0.03,3.27
Fave,01-05-2023 00:00,0,0,0,0,0.02,1.68,0.02,1.68
Fave,01-06-2023 00:00,0,0,0,0,0.07,4.6,0.1,4.6
Fave,01-07-2023 00:00,0,0,0,0,0.12,7.56,0.12,7.56
Fave,01-08-2023 00:00,0,0,0,0,0.12,7.54,0.12,7.54
Fave,01-09-2023 00:00,0,0,0,0,0.09,6.34,0.09,6.34
Fave,01-10-2023 00:00,0,0,0,0,0.11,10.38,0.11,10.38
Fave,01-11-2023 00:00,0,0,0,0,0.09,8.29,0.09,8.29
Fave,01-12-2023 00:00,0,0,0,0,0.06,4.28,0.06,4.28
Fave,01-02-2024 00:00,0,0,0,0,0.19,36.57,0.19,36.57
Fave,01-04-2024 00:00,0,0,0,0,0.02,1.16,0.02,1.16
Federal Bank App,01-01-2022 00:00,0,0,0,0,0.54,109.25,0.54,109.25
Federal Bank App,01-02-2022 00:00,0,0,0,0,0.55,108.21,0.55,108.21
Federal Bank App,01-03-2022 00:00,0,0,0,0,2.45,360.96,2.45,360.96
Federal Bank App,01-04-2022 00:00,0,0,0,0,2.7,375.64,2.7,375.64
Federal Bank App,01-05-2022 00:00,0,0,0,0,3.42,474.12,3.42,474.12
Federal Bank App,01-06-2022 00:00,0,0,0,0,3.55,494.21,3.55,494.21
Federal Bank App,01-07-2022 00:00,0,0,0,0,3.85,539.55,3.85,539.55
Federal Bank App,01-08-2022 00:00,0,0,0,0,3.8,520.2,3.8,520.2
Federal Bank App,01-09-2022 00:00,0,0,0,0,3.84,549.95,3.84,549.95
Federal Bank App,01-10-2022 00:00,0,0,0,0,4.19,574.92,4.19,574.92
Federal Bank App,01-11-2022 00:00,0,0,0,0,4.11,553.97,4.11,553.97
Federal Bank App,01-12-2022 00:00,0,0.01,0,0,4.57,595.18,4.57,595.17
Federal Bank App,01-01-2023 00:00,0,0,0,0,4.72,604.61,4.72,604.6
Federal Bank App,01-02-2023 00:00,0,0,0,0,4.76,590.97,4.76,590.97
Federal Bank App,01-03-2023 00:00,0,0,0,0,5.25,648.51,5.25,648.5
Federal Bank App,01-04-2023 00:00,0,0,0,0,5.18,624.64,5.18,624.64
Federal Bank App,01-05-2023 00:00,0,0,0,0,5.12,643.62,5.12,643.6
Federal Bank App,01-06-2023 00:00,0,0,0,0,4.86,630,4.9,630
Federal Bank App,01-07-2023 00:00,0,0,0,0,5.19,665.11,5.19,665.11
Federal Bank App,01-08-2023 00:00,0,0.01,0,0,5.7,700.66,5.7,700.65
Federal Bank App,01-09-2023 00:00,0,0,0,0,5.54,692.03,5.54,692.03
Federal Bank App,01-10-2023 00:00,0,0,0,0,5.89,720.68,5.89,720.68
Federal Bank App,01-11-2023 00:00,0,0.01,0,0,5.51,698.06,5.51,698.05
Federal Bank App,01-12-2023 00:00,0,0.01,0,0,5.95,745.41,5.95,745.4
Federal Bank App,01-01-2024 00:00,0,0,0,0,5.33,674.05,5.33,674.05
Federal Bank App,01-02-2024 00:00,0,0,0,0,5.74,717.81,5.74,717.81
Federal Bank App,01-03-2024 00:00,0,0,0,0,3.36,578.23,3.36,578.23
Federal Bank App,01-04-2024 00:00,0,0,0,0,6.14,821.8,6.14,821.8
Federal Bank App,01-05-2024 00:00,0,0,0,0,5.95,811.83,5.95,811.83
Federal Bank App,01-06-2024 00:00,0,0,0,0,5.67,790.57,5.67,790.57
Federal Bank App,01-07-2024 00:00,0,0,0,0,2.68,460.69,2.68,460.69
Federal Bank App,01-07-2024 00:00,0,0,0,0,5.95,848.66,5.95,848.66
Federal Bank App,01-08-2024 00:00,0,0,0,0,6.25,901.05,6.25,901.05
Federal Bank App,01-09-2024 00:00,0,0,0,0,6.3,918.67,6.3,918.67
Federal Bank App,01-10-2024 00:00,0,0,0,0,2.96,542.57,2.96,542.57
Federal Bank App,01-11-2024 00:00,0,0,0,0,3.36,578.23,3.36,578.23
Fi Money #,01-03-2024 00:00,0,0,0,0,3.07,373.29,3.07,373.29
Fi Money #,01-10-2024 00:00,0,0,0,0,3.44,421.4,3.44,421.4
Fi Money #,01-11-2024 00:00,0,0,0,0,3.07,373.29,3.07,373.29
FIFEDERAL,01-12-2023 00:00,0,0,0,0,0.05,7.12,0.05,7.12
FIFEDERAL,01-01-2024 00:00,0,0,0,0,0.47,57.15,0.47,57.15
Fino Payments Bank App,01-01-2022 00:00,0,0,0,0,0.03,2.79,0.03,2.79
Fino Payments Bank App,01-02-2022 00:00,0,0,0,0,0.03,3.25,0.03,3.25
Fino Payments Bank App,01-03-2022 00:00,0,0,0,0,0.04,3.47,0.04,3.47
Fino Payments Bank App,01-04-2022 00:00,0,0,0,0,0.04,3.26,0.04,3.26
Fino Payments Bank App,01-05-2022 00:00,0,0,0,0,0.04,3.83,0.04,3.83
Fino Payments Bank App,01-06-2022 00:00,0,0,0,0,0.05,3.17,0.05,3.17
Fino Payments Bank App,01-07-2022 00:00,0,0,0,0,0.06,4.26,0.06,4.26
Fino Payments Bank App,01-08-2022 00:00,0,0,0,0,0.08,5.05,0.08,5.05
Fino Payments Bank App,01-09-2022 00:00,0,0,0,0,0.08,5.66,0.08,5.66
Fino Payments Bank App,01-10-2022 00:00,0,0,0,0,0.09,6.46,0.09,6.46
Fino Payments Bank App,01-11-2022 00:00,0,0,0,0,0.1,6.61,0.1,6.61
Fino Payments Bank App,01-12-2022 00:00,0,0,0,0,0.11,7.49,0.11,7.49
Fino Payments Bank App,01-01-2023 00:00,0,0,0,0,0.11,7.51,0.11,7.51
Fino Payments Bank App,01-02-2023 00:00,0,0,0,0,0.1,6.5,0.1,6.5
Fino Payments Bank App,01-03-2023 00:00,0,0,0,0,0.13,8.18,0.13,8.18
Fino Payments Bank App,01-04-2023 00:00,0,0,0,0,0.08,5.67,0.08,5.67
Fino Payments Bank App,01-05-2023 00:00,0,0,0,0,0.09,6.6,0.09,6.6
Fino Payments Bank App,01-06-2023 00:00,0,0,0,0,0.13,9.2,0.1,9.2
Fino Payments Bank App,01-07-2023 00:00,0,0,0,0,0.17,13.36,0.17,13.36
Fino Payments Bank App,01-08-2023 00:00,0,0,0,0,0.21,15.43,0.21,15.43
Fino Payments Bank App,01-09-2023 00:00,0,0,0,0,0.22,15.99,0.22,15.99
Fino Payments Bank App,01-10-2023 00:00,0,0,0,0,0.27,20.01,0.27,20.01
Fino Payments Bank App,01-11-2023 00:00,0,0,0,0,0.27,25,0.27,25
Fino Payments Bank App,01-12-2023 00:00,0,0,0,0,0.27,26.7,0.27,26.7
Fino Payments Bank App,01-01-2024 00:00,0,0,0,0,0.29,31.67,0.29,31.67
Fino Payments Bank App,01-02-2024 00:00,0,0,0,0,0.3,38.14,0.3,38.14
Fino Payments Bank App,01-03-2024 00:00,0,0,0,0,0.51,64.81,0.51,64.81
Fino Payments Bank App,01-04-2024 00:00,0,0,0,0,0.35,49.47,0.35,49.47
Fino Payments Bank App,01-05-2024 00:00,0,0,0,0,0.38,53.86,0.38,53.86
Fino Payments Bank App,01-06-2024 00:00,0,0,0,0,0.41,55.79,0.41,55.79
Fino Payments Bank App,01-07-2024 00:00,0,0,0,0,0.44,58.11,0.44,58.11
Fino Payments Bank App,01-08-2024 00:00,0,0,0,0,0.46,54.37,0.46,54.37
Fino Payments Bank App,01-09-2024 00:00,0,0,0,0,0.49,57.89,0.49,57.89
Fino Payments Bank App,01-10-2024 00:00,0,0,0,0,0.58,70.11,0.58,70.11
Fino Payments Bank App,01-11-2024 00:00,0,0,0,0,0.51,64.81,0.51,64.81
Finserv Markets,01-03-2022 00:00,0,0,0,0,0.03,1.49,0.03,1.49
Finserv Markets,01-04-2022 00:00,0,0,0,0,0.01,1.06,0.01,1.06
Finserv Markets,01-05-2022 00:00,0,0,0,0,0.01,1.01,0.01,1.01
Finshell Pay,01-01-2022 00:00,0,0,0,0,0.07,3.69,0.07,3.69
Finshell Pay,01-02-2022 00:00,0,0,0,0,0.06,3.8,0.06,3.8
Finshell Pay,01-03-2022 00:00,0,0,0,0,0.08,4,0.08,4
Finshell Pay,01-04-2022 00:00,0,0,0,0,0.08,4.45,0.08,4.45
Finshell Pay,01-05-2022 00:00,0,0,0,0,0.09,4.68,0.09,4.68
Finshell Pay,01-06-2022 00:00,0,0,0,0,0.1,5.3,0.1,5.3
Flipkart UPI,01-02-2024 00:00,0,0,0,0,0.03,0.68,0.03,0.68
Flipkart UPI,01-03-2024 00:00,0,0,0,0,13.25,636.91,13.25,636.91
Flipkart UPI,01-04-2024 00:00,0,0,0,0,3.46,174.73,3.46,174.73
Flipkart UPI,01-05-2024 00:00,0,0,0,0,4.44,251.85,4.44,251.85
Flipkart UPI,01-06-2024 00:00,0,0,0,0,5.97,337.24,5.97,337.24
Flipkart UPI,01-07-2024 00:00,0,0,0,0,7.12,422.36,7.12,422.36
Flipkart UPI,01-08-2024 00:00,0,0,0,0,8.6,468.99,8.6,468.99
Flipkart UPI,01-09-2024 00:00,0,0,0,0,12.85,734.8,12.85,734.8
Flipkart UPI,01-10-2024 00:00,0,0,0,0,14.62,825.95,14.62,825.95
Flipkart UPI,01-11-2024 00:00,0,0,0,0,13.25,636.91,13.25,636.91
Freecharge #,01-02-2024 00:00,0,0.19,0,0,1.65,416.19,1.65,416
Freo #,01-03-2024 00:00,0,0,0,0,0.03,1.8,0.03,1.8
Freo #,01-09-2024 00:00,0,0,0,0,0.04,1.91,0.04,1.91
Freo #,01-10-2024 00:00,0,0,0,0,0.05,2.7,0.05,2.7
Freo #,01-11-2024 00:00,0,0,0,0,0.03,1.8,0.03,1.8
Genwise #,01-03-2024 00:00,0,0,0,0,0.06,22.84,0.06,22.84
Genwise #,01-11-2024 00:00,0,0,0,0,0.06,22.84,0.06,22.84
GOAXB,01-09-2023 00:00,0,0,0,0,0.64,74.94,0.64,74.94
GoIbibo,01-03-2022 00:00,0,0,0,0,0.02,5.91,0.02,5.91
GoIbibo,01-04-2022 00:00,0,0,0,0,0.01,3.31,0.01,3.31
GoIbibo,01-05-2022 00:00,0,0,0,0,0.01,2.41,0.01,2.41
GoIbibo,01-06-2022 00:00,0,0,0,0,0.01,3.87,0.01,3.87
GoIbibo,01-07-2022 00:00,0,0,0,0,0.01,5.1,0.01,5.1
GoIbibo,01-08-2022 00:00,0,0,0,0,0.01,4.82,0.01,4.82
GoIbibo,01-09-2022 00:00,0,0,0,0,0.01,3.58,0.01,3.58
GoIbibo,01-10-2022 00:00,0,0,0,0,0.01,1.84,0.01,1.84
GoIbibo,01-01-2023 00:00,0,0,0,0,0.01,1.6,0.01,1.6
GoIbibo,01-08-2023 00:00,0,0,0,0,0.01,2.99,0.01,2.99
GoIbibo,01-09-2023 00:00,0,0,0,0,0.01,2.34,0.01,2.34
GoKiwi,01-06-2023 00:00,0,0,0,0,0.05,4.1,0.1,4.1
GoKiwi,01-07-2023 00:00,0,0,0,0,1.53,52.51,1.53,52.51
GoKiwi,01-08-2023 00:00,0,0,0,0,0.69,69.86,0.69,69.86
GoKiwi,01-10-2023 00:00,0,0,0,0,0.76,79.21,0.76,79.21
GoKiwi,01-11-2023 00:00,0,0,0,0,0.76,93.99,0.76,93.99
GoKiwi,01-12-2023 00:00,0,0,0,0,0.77,104.27,0.77,104.27
GoKiwi,01-01-2024 00:00,0,0,0,0,0.74,105.76,0.74,105.76
GoKiwi,01-02-2024 00:00,0,0,0,0,0.55,81.25,0.55,81.25
GoKiwi,01-03-2024 00:00,0,0,0,0,0.69,106.42,0.69,106.42
GoKiwi,01-04-2024 00:00,0,0,0,0,0.58,92.87,0.58,92.87
GoKiwi,01-05-2024 00:00,0,0,0,0,0.18,36.03,0.18,36.03
GoKiwi,01-06-2024 00:00,0,0,0,0,0.15,31.43,0.15,31.43
GoKiwi,01-07-2024 00:00,0,0,0,0,0.15,30.35,0.15,30.35
GoKiwi,01-08-2024 00:00,0,0,0,0,0.29,37.8,0.29,37.8
GoKiwi,01-09-2024 00:00,0,0,0,0,0.29,44.31,0.29,44.31
GoKiwi,01-10-2024 00:00,0,0,0,0,0.41,66.74,0.41,66.74
GoKiwi,01-11-2024 00:00,0,0,0,0,0.69,106.42,0.69,106.42
GoNiyo,01-06-2023 00:00,0,0,0,0,0.02,0.5,0,0.5
GoNiyo,01-04-2024 00:00,0,0,0,0,0.04,16.77,0.04,16.77
Google Pay,01-01-2022 00:00,0,0,0,0,1584.2,298267.07,1584.2,298267.07
Google Pay,01-02-2022 00:00,0,0,0,0,1524.09,291273.46,1524.09,291273.46
Google Pay,01-03-2022 00:00,0,0,0,0,1838.12,338873.25,1838.12,338873.25
Google Pay,01-04-2022 00:00,0,0,0,0,1914.77,344791.35,1914.77,344791.35
Google Pay,01-05-2022 00:00,0,0,0,0,2079.92,365989.27,2079.92,365989.27
Google Pay,01-06-2022 00:00,0,0,0,0,2025.89,355137.2,2025.89,355137.2
Google Pay,01-07-2022 00:00,0,0,0,0,2130.63,366669.09,2130.63,366669.09
Google Pay,01-08-2022 00:00,0,0,0,0,2212.73,371081.16,2212.73,371081.16
Google Pay,01-09-2022 00:00,0,0,0,0,2296.14,387996.14,2296.14,387996.14
Google Pay,01-10-2022 00:00,0,0,0,0,2496.42,420978.38,2496.42,420978.38
Google Pay,01-11-2022 00:00,0,0,0,0,2541.14,409714.75,2541.14,409714.75
Google Pay,01-12-2022 00:00,0,0,0,0,2712.34,440370.99,2712.34,440370.99
Google Pay,01-01-2023 00:00,0,0,0,0,2782.42,443725.01,2782.42,443725.01
Google Pay,01-02-2023 00:00,0,0,0,0,2639.55,424442.48,2639.55,424442.48
Google Pay,01-03-2023 00:00,0,0,0,0,3054.44,482896.69,3054.44,482896.69
Google Pay,01-04-2023 00:00,0,0,0,0,3109.24,474049.9,3109.24,474049.9
Google Pay,01-05-2023 00:00,0,0,0,0,3274.69,497748.17,3274.69,497748.17
Google Pay,01-06-2023 00:00,0,0,0,0,3266.83,494088,3266.8,494088
Google Pay,01-07-2023 00:00,0,0,0,0,3494.64,518095.1,3494.64,518095.1
Google Pay,01-08-2023 00:00,0,0,0,0,3767.68,538113.42,3767.68,538113.42
Google Pay,01-09-2023 00:00,0,0,0,0,3780.89,541624.06,3780.89,541624.06
Google Pay,01-10-2023 00:00,0,0,0,0,4139.92,589299.18,4139.92,589299.18
Google Pay,01-11-2023 00:00,0,0,0,0,4099.08,599748.64,4099.08,599748.64
Google Pay,01-12-2023 00:00,0,0,0,0,4375.29,629285.36,4375.29,629285.36
Google Pay,01-01-2024 00:00,0,0,0,0,4442.86,635945.58,4442.86,635945.58
Google Pay,01-02-2024 00:00,0,0,46.83,45.25,4508.12,637264.65,4461.29,637219.4
Google Pay,01-03-2024 00:00,0,0,0,0,5739.12,764639.66,5739.12,764639.66
Google Pay,01-04-2024 00:00,0,0,0,0,5027.32,694189.68,5027.32,694189.68
Google Pay,01-05-2024 00:00,0,0,0,0,5219.56,723315.7,5219.56,723315.7
Google Pay,01-06-2024 00:00,0,0,0,0,5103.99,707241.27,5103.99,707241.27
Google Pay,01-07-2024 00:00,0,0,0,0,5341.23,735159.2,5341.23,735159.2
Google Pay,01-08-2024 00:00,0,0,0,0,5592.45,742223.07,5592.45,742223.07
Google Pay,01-09-2024 00:00,0,0,0,0,5625.22,746690.05,5625.22,746690.05
Google Pay,01-10-2024 00:00,0,0,0,0,6201.81,849327.38,6201.81,849327.38
Google Pay,01-11-2024 00:00,0,0,0,0,5739.12,764639.66,5739.12,764639.66
Groww,01-03-2022 00:00,0,0,0,0,0.83,472.71,0.83,472.71
Groww,01-04-2022 00:00,0,0,0,0,0.61,376.18,0.61,376.18
Groww,01-05-2022 00:00,0,0,0,0,0.51,335.28,0.51,335.28
Groww,01-06-2022 00:00,0,0,0,0,0.72,416.73,0.72,416.73
Groww,01-07-2022 00:00,0,0,0,0,0.49,290.31,0.49,290.31
Groww,01-08-2022 00:00,0,0,0,0,0.8,490.93,0.8,490.93
Groww,01-09-2022 00:00,0,0,0,0,0.11,68.03,0.11,68.03
Groww,01-11-2022 00:00,0,0,0,0,0.05,36.46,0.05,36.46
Groww,01-12-2022 00:00,0,0,0,0,0.21,153.02,0.21,153.02
Groww,01-01-2023 00:00,0,0,0,0,0.19,152.17,0.19,152.17
Groww,01-02-2023 00:00,0,0,0,0,0.21,158.9,0.21,158.9
Groww,01-03-2023 00:00,0,0,0,0,0.18,137.64,0.18,137.64
Groww,01-04-2023 00:00,0,0,0,0,0.11,80.85,0.11,80.85
Groww,01-05-2023 00:00,0,0,0,0,0.47,287.97,0.47,287.97
Groww,01-06-2023 00:00,0,0,0,0,1.45,1039.6,1.5,1039.6
Groww,01-07-2023 00:00,0,0,0,0,2.81,2075.98,2.81,2075.98
Groww,01-08-2023 00:00,0,0,0,0,4.74,2911.09,4.74,2911.09
Groww,01-09-2023 00:00,0,0,0,0,6.5,3596.95,6.5,3596.95
Groww,01-10-2023 00:00,0,0,0,0,5.89,3354.83,5.89,3354.83
Groww,01-11-2023 00:00,0,0,0,0,4.59,2528.81,4.59,2528.81
Groww,01-12-2023 00:00,0,0,0,0,6.58,4039.81,6.58,4039.81
Groww,01-01-2024 00:00,0,0,0,0,9.41,6540.35,9.41,6540.35
Groww,01-02-2024 00:00,0,0,0,0,5.78,3042.87,5.78,3042.87
Groww,01-03-2024 00:00,0,0,0,0,13.22,8479.87,13.22,8479.87
Groww,01-04-2024 00:00,0,0,0,0,8.02,5452.72,8.02,5452.72
Groww,01-05-2024 00:00,0,0,0,0,10.15,7086.12,10.15,7086.12
Groww,01-06-2024 00:00,0,0,0,0,11.26,9094.72,11.26,9094.72
Groww,01-07-2024 00:00,0,0,0,0,15.18,12129.34,15.18,12129.34
Groww,01-08-2024 00:00,0,0,0,0,13.65,9693.95,13.65,9693.95
Groww,01-09-2024 00:00,0,0,0,0,13.46,9526.49,13.46,9526.49
Groww,01-10-2024 00:00,0,0,0,0,15.35,11862.09,15.35,11862.09
Groww,01-11-2024 00:00,0,0,0,0,13.22,8479.87,13.22,8479.87
HDFC Bank Apps,01-01-2022 00:00,0,0,0,0,4.94,1366.89,4.94,1366.89
HDFC Bank Apps,01-02-2022 00:00,0,0,0,0,4.59,1370.03,4.59,1370.03
HDFC Bank Apps,01-03-2022 00:00,0,0,0,0,5.45,1624.54,5.45,1624.54
HDFC Bank Apps,01-04-2022 00:00,0,0,0,0,5.9,1759.12,5.9,1759.12
HDFC Bank Apps,01-05-2022 00:00,0,0,0,0,6.95,1981.11,6.95,1981.11
HDFC Bank Apps,01-06-2022 00:00,0,0,0,0,8.24,2066.22,8.24,2066.22
HDFC Bank Apps,01-07-2022 00:00,0,0,0,0,9.38,2341.28,9.38,2341.28
HDFC Bank Apps,01-08-2022 00:00,0,0,0,0,9.83,2415.47,9.83,2415.47
HDFC Bank Apps,01-09-2022 00:00,0,0,0,0,10.98,2686.1,10.98,2686.1
HDFC Bank Apps,01-10-2022 00:00,0,0.03,0,0,11.96,2997.29,11.96,2997.27
HDFC Bank Apps,01-11-2022 00:00,0,0.18,0,0,10.66,2758.45,10.66,2758.27
HDFC Bank Apps,01-12-2022 00:00,0,0.15,0,0,11.81,3143.24,11.81,3143.08
HDFC Bank Apps,01-01-2023 00:00,0,0.16,0,0,12.3,3324.81,12.3,3324.64
HDFC Bank Apps,01-02-2023 00:00,0,0.14,0,0,11.87,3116.17,11.87,3116.03
HDFC Bank Apps,01-03-2023 00:00,0,0.01,0,0,14.22,3644.88,14.22,3644.87
HDFC Bank Apps,01-04-2023 00:00,0,16.48,0,0,14.48,3701.81,14.48,3685.33
HDFC Bank Apps,01-05-2023 00:00,0,3,0,0,16.07,3982.69,16.07,3979.33
HDFC Bank Apps,01-06-2023 00:00,0,0,0,0,17.56,4168.6,17.6,4168.6
HDFC Bank Apps,01-07-2023 00:00,0,0,0,0,17.77,4410.51,17.77,4410.51
HDFC Bank Apps,01-08-2023 00:00,0,0,0,0,18.94,4671.76,18.94,4671.76
HDFC Bank Apps,01-09-2023 00:00,0,0,0,0,18.87,4739.39,18.87,4739.38
HDFC Bank Apps,01-10-2023 00:00,0,0,0,0,21.35,5453.76,21.35,5453.76
HDFC Bank Apps,01-11-2023 00:00,0,0,0,0,20.68,5511.35,20.68,5511.35
HDFC Bank Apps,01-12-2023 00:00,0,0.03,0,0,23.68,6095.54,23.68,6095.52
HDFC Bank Apps,01-01-2024 00:00,0,0.08,5.92,17.83,30.98,5475.95,25.05,5458.04
HDFC Bank Apps,01-02-2024 00:00,0,0.12,23.86,71.63,37.37,4355.55,13.51,4283.81
HDFC Bank Apps,01-03-2024 00:00,0.01,0.52,0.16,0.34,36.84,10417.27,36.67,10416.41
HDFC Bank Apps,01-04-2024 00:00,0.01,0.32,0,0,35.99,7689.76,35.99,7689.44
HDFC Bank Apps,01-05-2024 00:00,0.01,0.32,0.02,0.06,35.43,8104.44,35.4,8104.06
HDFC Bank Apps,01-06-2024 00:00,0,0.27,0.03,0.08,34.6,8167.3,34.57,8166.94
HDFC Bank Apps,01-07-2024 00:00,0,0.28,0.02,0.07,35.28,8747.5,35.25,8747.15
HDFC Bank Apps,01-08-2024 00:00,0.01,0.42,0.26,0.39,36,8835.19,35.74,8834.38
HDFC Bank Apps,01-09-2024 00:00,0.01,0.6,0.29,0.53,36.14,8997.11,35.84,8995.98
HDFC Bank Apps,01-10-2024 00:00,0.01,0.67,0.27,0.39,39.41,10427.97,39.13,10426.92
HDFC Bank Apps,01-11-2024 00:00,0.01,0.52,0.16,0.34,36.84,10417.27,36.67,10416.41
HSBC Bank App,01-01-2022 00:00,0,0,0,0.09,0.08,54.57,0.08,54.47
HSBC Bank App,01-02-2022 00:00,0,0,0,0.04,0.08,52.97,0.08,52.94
HSBC Bank App,01-03-2022 00:00,0,0,0,0.16,0.1,62,0.1,61.85
HSBC Bank App,01-04-2022 00:00,0,0,0,0.02,0.11,59.72,0.11,59.7
HSBC Bank App,01-05-2022 00:00,0,0,0,0.1,0.1,63.17,0.1,63.07
HSBC Bank App,01-06-2022 00:00,0,0,0,0,0.11,61.39,0.11,61.38
HSBC Bank App,01-07-2022 00:00,0,0,0,0.04,0.11,68.47,0.11,68.43
HSBC Bank App,01-08-2022 00:00,0,0,0,0.44,0.11,66.14,0.11,65.7
HSBC Bank App,01-09-2022 00:00,0,0,0,0.43,0.12,70.56,0.12,70.14
HSBC Bank App,01-10-2022 00:00,0,0,0,0.38,0.14,77.8,0.14,77.42
HSBC Bank App,01-11-2022 00:00,0,0,0,0.06,0.12,72.58,0.12,72.51
HSBC Bank App,01-12-2022 00:00,0,0,0,0.05,0.15,78.63,0.15,78.59
HSBC Bank App,01-01-2023 00:00,0,0,0,0.04,0.13,75.58,0.13,75.54
HSBC Bank App,01-02-2023 00:00,0,0,0,0.02,0.12,73.04,0.12,73.02
HSBC Bank App,01-03-2023 00:00,0,0,0,0.03,0.14,89.71,0.14,89.69
HSBC Bank App,01-04-2023 00:00,0,0,0,0.03,0.14,90.13,0.14,90.1
